id,username,text,created_at,clean_text,sentiment
33990,user_259,It looks great! Good work. Like it a lot!,1623710941,it looks great good work like it a lot,0.75
33991,user_260,It looks great! Good work. Good work.,1623714541,it looks great good work good work,0.7333333333333334
33992,user_261,It looks great! Good work. Luckily you did it.,1623718141,it looks great good work luckily you did it,0.611111111111111
33993,user_262,It looks great! Good work. Proud of you.,1623721741,it looks great good work proud of you,0.7666666666666666
33994,user_263,It looks great! Good work. Enjoy!,1623725341,it looks great good work enjoy,0.6333333333333333
33995,user_264,It looks great! Luckily you did it. It looks great!,1623728941,it looks great luckily you did it it looks great,0.6444444444444445
33996,user_265,It looks great! Luckily you did it. Love it.,1623732541,it looks great luckily you did it love it,0.5444444444444444
33997,user_266,It looks great! Luckily you did it. Awesome.,1623736141,it looks great luckily you did it awesome,0.7111111111111111
33998,user_267,It looks great! Luckily you did it. Well done!,1623739741,it looks great luckily you did it well done,0.5666666666666667
33999,user_268,It looks great! Luckily you did it. Looks decent.,1623743341,it looks great luckily you did it looks decent,0.43333333333333335
34000,user_269,It looks great! Luckily you did it. What you did was right.,1623746941,it looks great luckily you did it what you did was right,0.47301587301587295
34001,user_270,It looks great! Luckily you did it. Thumbs up.,1623750541,it looks great luckily you did it thumbs up,0.5666666666666667
34002,user_271,It looks great! Luckily you did it. Like it a lot!,1623754141,it looks great luckily you did it like it a lot,0.5666666666666667
34003,user_272,It looks great! Luckily you did it. Good work.,1623757741,it looks great luckily you did it good work,0.611111111111111
34004,user_273,It looks great! Luckily you did it. Luckily you did it.,1623761341,it looks great luckily you did it luckily you did it,0.4888888888888889
34005,user_274,It looks great! Luckily you did it. Proud of you.,1623764941,it looks great luckily you did it proud of you,0.6444444444444445
34006,user_275,It looks great! Luckily you did it. Enjoy!,1623768541,it looks great luckily you did it enjoy,0.5111111111111111
34007,user_276,It looks great! Proud of you. It looks great!,1623772141,it looks great proud of you it looks great,0.8000000000000002
34008,user_277,It looks great! Proud of you. Love it.,1623775741,it looks great proud of you love it,0.7000000000000001
34009,user_278,It looks great! Proud of you. Awesome.,1623779341,it looks great proud of you awesome,0.8666666666666667
34010,user_279,It looks great! Proud of you. Well done!,1623782941,it looks great proud of you well done,0.8
34011,user_280,It looks great! Proud of you. Looks decent.,1623786541,it looks great proud of you looks decent,0.5888888888888889
34012,user_281,It looks great! Proud of you. What you did was right.,1623790141,it looks great proud of you what you did was right,0.6285714285714286
34013,user_282,It looks great! Proud of you. Thumbs up.,1623793741,it looks great proud of you thumbs up,0.8
34014,user_283,It looks great! Proud of you. Like it a lot!,1623797341,it looks great proud of you like it a lot,0.8
34015,user_284,It looks great! Proud of you. Good work.,1623800941,it looks great proud of you good work,0.7666666666666666
34016,user_285,It looks great! Proud of you. Luckily you did it.,1623804541,it looks great proud of you luckily you did it,0.6444444444444445
34017,user_286,It looks great! Proud of you. Proud of you.,1623808141,it looks great proud of you proud of you,0.8000000000000002
34018,user_287,It looks great! Proud of you. Enjoy!,1623811741,it looks great proud of you enjoy,0.6666666666666666
34019,user_288,It looks great! Enjoy! It looks great!,1623815341,it looks great enjoy it looks great,0.6666666666666666
34020,user_289,It looks great! Enjoy! Love it.,1623818941,it looks great enjoy love it,0.5666666666666668
34021,user_290,It looks great! Enjoy! Awesome.,1623822541,it looks great enjoy awesome,0.7333333333333334
34022,user_291,It looks great! Enjoy! Well done!,1623826141,it looks great enjoy well done,0.6000000000000001
34023,user_292,It looks great! Enjoy! Looks decent.,1623829741,it looks great enjoy looks decent,0.45555555555555566
34024,user_293,It looks great! Enjoy! What you did was right.,1623833341,it looks great enjoy what you did was right,0.49523809523809526
34025,user_294,It looks great! Enjoy! Thumbs up.,1623836941,it looks great enjoy thumbs up,0.6000000000000001
34026,user_295,It looks great! Enjoy! Like it a lot!,1623840541,it looks great enjoy like it a lot,0.6000000000000001
34027,user_296,It looks great! Enjoy! Good work.,1623844141,it looks great enjoy good work,0.6333333333333334
34028,user_297,It looks great! Enjoy! Luckily you did it.,1623847741,it looks great enjoy luckily you did it,0.5111111111111112
34029,user_298,It looks great! Enjoy! Proud of you.,1623851341,it looks great enjoy proud of you,0.6666666666666666
34030,user_299,It looks great! Enjoy! Enjoy!,1623854941,it looks great enjoy enjoy,0.5333333333333333
34031,user_300,Love it. It looks great! It looks great!,1623858541,love it it looks great it looks great,0.7000000000000001
34032,user_301,Love it. It looks great! Love it.,1623862141,love it it looks great love it,0.6
34033,user_302,Love it. It looks great! Awesome.,1623865741,love it it looks great awesome,0.7666666666666666
34034,user_303,Love it. It looks great! Well done!,1623869341,love it it looks great well done,0.65
34035,user_304,Love it. It looks great! Looks decent.,1623872941,love it it looks great looks decent,0.48888888888888893
34036,user_305,Love it. It looks great! What you did was right.,1623876541,love it it looks great what you did was right,0.5285714285714286
34037,user_306,Love it. It looks great! Thumbs up.,1623880141,love it it looks great thumbs up,0.65
34038,user_307,Love it. It looks great! Like it a lot!,1623883741,love it it looks great like it a lot,0.65
34039,user_308,Love it. It looks great! Good work.,1623887341,love it it looks great good work,0.6666666666666666
34040,user_309,Love it. It looks great! Luckily you did it.,1623890941,love it it looks great luckily you did it,0.5444444444444444
34041,user_310,Love it. It looks great! Proud of you.,1623894541,love it it looks great proud of you,0.7000000000000001
34042,user_311,Love it. It looks great! Enjoy!,1623898141,love it it looks great enjoy,0.5666666666666668
34043,user_312,Love it. Love it. It looks great!,1623901741,love it love it it looks great,0.6
34044,user_313,Love it. Love it. Love it.,1623905341,love it love it love it,0.5
34045,user_314,Love it. Love it. Awesome.,1623908941,love it love it awesome,0.6666666666666666
34046,user_315,Love it. Love it. Well done!,1623912541,love it love it well done,0.5
34047,user_316,Love it. Love it. Looks decent.,1623916141,love it love it looks decent,0.3888888888888889
34048,user_317,Love it. Love it. What you did was right.,1623919741,love it love it what you did was right,0.42857142857142855
